index,name,Tc
694,Nb0.9Re0.1,4.5
695,Pd2Y0.5Tm0.5Sn1,3.65
696,Ge2U1,0.55
697,C1Hf0.9Ta0.1,5.0
698,Na0.26Co1H2.6O3.3,3.236666667
699,Hg3K1,3.18
700,Ho0.6Dy0.4Ni2B2C1,5.98
701,Y4Ir6Sn19,2.2
702,V0.4Zr0.6,7.8
703,Al0.04Au0.92In0.04,0.0555
704,Re0.999W0.001,1.723
705,Ba2Sr6Si46,4.1
706,Pd0.5Ag0.5Th2,1.2
707,Al0.1Fe0.9Se0.85,8.5
708,Ru2Sc1.2,1.67
709,Pb0.4Yb0.6Mo6Se8,7.9
710,Nb3Al0.3Ge0.7,9.1
711,La0.987Gd0.013Sn3,5.94
712,Ti0.64Nb0.34Ta0.02,8.99
713,Al0.99Li0.01,1.07
714,V2.799Cr0.201Ga1,12.6
715,Mo3Si1.3,1.3
716,C0.42Mo1,2.8
717,Gd1.2Mo6S8,1.4
718,Sr2Ca12Cu24O41,6.471666667
719,La1Ru2,3.7032
720,Ba7.61Si46,8.2
721,Be0.99Re0.01,9.25
722,Sr1Fe1.86Co0.14As2,7.2
723,Hf0.99Ta0.01V2,9.11
724,Ga0.3V2Al20,1.5175
725,Au0.95Pd0.5Ga2,1.75
726,La1Rh1Sb1,2.1
727,Mo0.15Nb0.68Pd0.17,1.22
728,Lu0.8Dy0.2Ru1B2,5.07
729,Ag0.775Sn0.225,0.09
730,Bi3.99Cu0.01S3O4,3.935
731,V2.739Hf0.261Ga1,6.4
732,Th1Pt2B2C1,6.6
733,Ni19.75Zr79Mn1.25,1.92
734,Nb2S1C0.9,5.0
735,Nb0.92Sn0.08,5.6
736,Ti0.564V0.376Ru0.06,4.72
737,La1.8Nd0.2Cu0.99Zn0.01O4.0631,4.87
738,C0.55W0.45,8.1
739,Cu0.12Bi2Se3,3.8
740,Y3Dy2Os4Ge10,4.8
741,Fe1Se0.72,8.0
742,Au0.27Tl0.73,2.04
743,Ca3Rh4Sn13,7.4775
744,Ba1Pb0.85Bi0.15O3,8.7
745,Ca0.1La1.25Ba1.65Cu3O6.985,5.0
746,Ir0.92Pt0.08Te2,2.385
747,Sb0.011Sn0.989,3.642
748,Al1Sc1Au2,4.4
749,Er1Th3.4Ru0.6B4,7.9
750,Ba4Ca4Si46,3.7
751,As2Cd1Sn1,2.29
752,Sr1Ga0.6Si1.4,2.98
753,Li1.3Zr1N1Cl1,11.0
754,Ce1Pt3Si0.9Ge0.1,0.31
755,Bi3.975Cu0.025S3O4,2.99
756,C1Hf0.5Mo0.5,3.4
757,Ba4Sr2Nb10O30,0.98
758,Cr0.39V0.61,0.37
759,Cu0.845Sb0.155,0.184
760,Mo3Os1,11.0225
761,Cr0.06V0.94,2.93
762,Mo0.5Pt0.05Re0.45,5.32
763,Ag0.667Al0.333,0.126
764,Nd0.95Pr0.05Ba2Cu3O6.6,4.1
765,Gd1Ba1Sr1Cu3O6.77,4.0
766,B2.6Nb1,10.9
767,Ti0.415V0.585,7.49
768,Pb0.95Tl0.025Bi0.025,7.214
769,Al0.175Nb0.775Zr0.05,10.0
770,La1.35Sm0.45Sr0.2Cu1O4,12.0
771,Be6Ga1,6.0
772,H0.59Nb0.72Pd0.28,3.12
773,H0.28Mo0.15Nb0.68Pd0.17,4.92
774,Yb0.2Mo1S2,2.4
775,Ag1Bi1,1.39
776,Ba0.67Pt3B2,5.6
777,Bi0.35Pb0.65,8.7
778,Y0.5Pr0.5Ba2Cu3O6.85,4.0
779,Nb3Rh0.95Pd0.05,2.49
780,Nb0.8Ga0.13Ni0.07,8.1
781,Re0.64Ta0.36,1.46
782,C8K1,0.30475
783,Nb0.8Ru0.2,4.8
784,Ta0.03Zr0.97,2.01
785,Eu1.7575Gd0.0925Ce0.15Cu1O4,4.7
786,B2Nb0.9,3.64
787,B5Nb1.9Y0.1,9.3
788,Ru0.465V0.535,5.8
789,Y0.12Er0.88Rh4B4,8.74
790,Ir0.7Os0.3,0.24835
791,Bi1Sr0.9Nd0.1Cu1OY,10.74
792,La1.85Sr0.15Cu0.973Co0.027O4,2.5
793,Mg1C0.925Ni3,7.09
794,Al3Os1,5.9
795,Ce1Ru0.1Co1.9,0.47
796,Hg0.0307Pb0.9693,7.134
797,Nb0.21Ti0.61Zr0.18,7.21
798,Pd50.93625Fe0.06375Sb49,1.22
799,La0.95Pr0.05Pb3,3.3
800,La1Mg2,1.05
801,Ir0.14Ru0.86,0.28
802,Nb0.1Zr0.9,7.6
803,Mo0.67Zr0.33,1.56
804,Al13Os4,5.4
805,B1Mo2,4.1125
806,Al2Ge2U1,1.6
807,Hf1Rh1Si1,1.15
808,Ho0.45Lu0.55Ni2B2C1,10.0
809,La1.48Nd0.4Sr0.12Cu1O4,7.072857143
810,La1.85Sr0.15Cu0.98Ru0.02O4,10.8
811,Mn0.67Ni0.33U6,2.7
812,Sm1Fe1As0.47P0.53H0.24O0.76,5.5
813,Co3Y4,2.033333333
814,D3.61Th1,8.35
815,Fe1Se0.96S0.04,9.58
816,Rh0.05Zr0.95,5.0
817,C1.35Y1,10.0
818,La0.98Nd0.02,3.77
819,Y1Ni1.7Pd0.3B2C1,10.7
820,Pr1Ru4P12,1.8
821,Hf0.5Nb0.5,8.905
822,La1Fe0.875Co0.125As1O1,6.6
823,Be0.858Cu0.142,0.56
824,Al1Gd0.003La3,4.58
825,Ca1Al0.9Ga0.1Si1,6.54
826,Ce1Co1In4.5Cd0.5,1.35
827,La1.78Sr0.22Cu0.985Zn0.015O4,10.0
828,Mo0.4W0.6C1,11.3
829,Mo5.22Zr94.78,4.0
830,Pd49.75Ni0.25Sb50,1.5
831,Nd1Fe1P1F0.1O0.9,2.9
832,U1Be12.9701B0.0299,1.66
833,Nb3Sb1,1.1
834,La1.8Sr0.2Cu0.9727Zn0.0273O4,11.1
835,Ca1Fe0.74Co0.26As1F1,3.49
836,La0.7Th0.3Ni1C2,7.2
837,Re0.1Ta0.9,1.49
838,Mo0.55Pt0.05Re0.4,10.2
839,Ce1Ru0.2Co1.8,0.35
840,Hg1Sn1,4.2
841,Lu1Tc2,9.9
842,Os0.115Re0.885,1.79
843,Cs0.33Ta1S2,3.8
844,Nb3Sn0.3Sb0.7,6.8
845,Rh0.91Ti0.09,2.0
846,Nb3Rh0.95Os0.05,2.39
847,Fe0.03Nb0.25Ti0.72,8.5
848,Y0.96Gd0.04Ru2,3.5
849,V0.75Si0.2125Al0.0375,12.6
850,Ce0.95La0.05Co1In5,1.68
851,Eu1Th3.4Ru0.6B4,1.5
852,Mo1Re3,9.89
853,Pr1Fe1P1O1,3.586666667
854,V3Ga0.6Si0.4,9.5
855,Nb0.2U0.8,2.009
856,V2.52Mo0.48Si1,5.1
857,Pt2Y1,2.835
858,Ir0.987W0.013,0.107
859,Sb0.4Sn0.6,3.8
860,Ba1Ga1Ge1,2.4
861,Ca3Rh8B2,4.0
862,Ce1Ru1.99Co0.01,4.74
863,Ti0.64Nb0.18Ta0.18,8.18
864,Ho0.93La0.07Ni2B2C1,3.0
865,Ga0.05Sn0.95,3.938
866,Sn0.36Eu0.7Mo6.35S8,7.94
867,Sn0.552Pb0.368In0.08Te1,2.16
868,Si0.025V0.975,4.06
869,Mo1.86Ta0.14B1C1,5.6
870,La3Rh4Pb13,2.2
871,Bi0.1Pt1Sb0.9,1.21
872,Lu1.9Sc0.1Fe3Si5,4.33
873,Ba1Pt1Si3,1.875
874,Sr1Pd1.8Ni0.2Ge2,3.15
875,La1Ni2P2,2.6
876,La5Ru2,2.35
877,Cu1Rh1.6Sn0.4Se4,0.57
878,La1Pt1B1N1,6.7
879,Lu1.9Sc0.1Ir3Si5,3.2
880,K0.4Mo1S2,5.8
881,V2.79Ce0.21Ga1,7.5
882,V0.767Ga0.18Al0.053,11.5
883,Ge3Mo5,1.65
884,Ba0.45K0.55Bi1O3,12.7
885,K0.915Bi1.085O3,9.0
886,Os0.065Re0.935,1.92
887,Hf0.15Nb0.85,9.85
888,La3Ni4Ge4,0.37
889,Ce1Bi3.4Pb0.6Te6,3.0
890,Nd0.65La1.2Ce0.15Cu1O4,5.8
891,La0.88Mo6Se8,10.25
892,Sr3.5Ca11.5Cu24O41,9.0
893,Ge1,3.9475
894,Sr0.925Ca0.075Ti1O3,0.5
895,Rb0.1Li0.1W1O2.8F0.2,2.0
896,Ce0.8Pr0.2Ru2,5.82
897,Y0.5Pr0.5Ba2Cu3O6.96,12.0
898,Nb80Ga15Mn5,5.0
899,Lu1Ni1B0.9C1.1,2.9
900,Ce0.01La0.99,3.63
901,Nd1Ni0.89Bi2,4.1
902,La1.85Sr0.15Cu0.97Zn0.03O4,1.05
903,Y2I0.25Br1.75C2,5.5
904,Pb0.16Sn0.64In0.2Te1,3.31
905,K0.8Fe2Se0.42S1.58,1.9
906,La0.9462Ce0.0538Sn3,1.86
907,Y2Br0.75Cl1.25C2,3.7
908,Mo6Se7.5S0.5,5.45
909,P1Pd3,0.35
910,Mo0.0905Ti0.9095,3.05
911,Ce0.84Y0.16Ru2,4.92
912,Ir0.765Ru0.235,0.142
913,Ca1Hg5,1.7
914,Nb0.87Ta0.13,8.15
915,In0.71V6S8,5.4
916,La1Ni1As1O1,2.71
917,Y1Ru2Si2,1.1
918,Ce1Fe0.98Co0.02As1H1,2.0
919,Ir0.07Rh0.07Os0.86,0.064
920,Y1Ni1.94Ru0.06B2C1,8.7
921,Ge0.963Te1,0.171
922,Pd49.75Co0.25Sb50,1.57
923,Ba1.6Sr0.4Yb1Cu3O6.48,10.0
924,Ta1Pt1Si1,3.54
925,Ce1Rh0.3Ir0.7In5,1.2
926,Tl1Ni2Se2,3.7
927,Lu1Ni0.8V0.2B1C1,2.6
928,C8Rb1,0.0241
929,La1Ni0.85Cu0.15C2,3.31
930,Al1Ta3,0.795
931,Fe1Te0.925Se0.075,11.5
932,Cu19.6Zr78.4Mn2,1.14
933,Li0.45Nb1O2,5.5
934,La1.6Ba0.4Cu1O4,4.2
935,Be12Mg1Re1,10.1
936,Zr2Co0.7Ga0.3,4.97
937,Sn0.76Ge0.19In0.05Te1,0.68
938,Tc0.1W0.9,1.25
939,Nb0.991Ta0.009,8.87
940,Lu4.75Sc0.25Ir4Si10,6.06
941,Ce0.875Yb0.125Co1In5,1.97
942,Y0.9Gd0.1Rh4B4,8.66
943,La7Pd3,1.48
944,Sn1V3,4.4625
945,Li2Pd2.4Ni0.6B1,7.033333333
946,Ce1Au2Si2,2.051666667
947,C0.03Rh0.43Ta0.54,10.0
948,Fe0.011Mo99.989,0.51
949,Bi1In5,4.1
950,Y2I0.5Br1.5C2,6.0
951,La0.48Y0.52,1.0
952,Mg9.3Ir19B16.7,5.8
953,C1Mo1,10.152
954,Si3Y1,4.63
955,La1.875Ba0.065Sr0.06Cu1O4,10.4
956,Cr0.4Mo0.6,0.095
957,Ir0.85Rh0.15Te2,2.39
958,Ga41Mo8,9.7
959,Ir45Ta55,3.39
960,Pb0.57Sn0.43,7.45
961,La1.84Ba0.16Cu0.99Zn0.01O4,12.4
962,Ni2Zr0.85Nb0.15Ga1,2.4
963,La0.8Ce0.2Ru2,2.01
964,V3Si0.986Sb0.014,10.5
965,Nb5Si2B1,6.4
966,Sn0.4797Pb0.3203In0.2Te1,4.16
967,Ge3Te4,1.55
968,Au1.6Pd0.4In1Y1,2.64
969,As2W1,0.9
970,Ce1Ge2Rh1,0.45
971,V3Ga0.937In0.063,11.5
972,Ta25Ti75,6.0
973,La0.8Th0.2Ni1C2,5.4
974,Sn0.01V0.99,4.21
975,Ce0.97Gd0.03Ru2,4.69
976,Hg3Li1,1.7
977,Ho1Ni1.998Co0.004B2C1,7.2
978,La1Fe0.98Zn0.02As1O0.85,4.32
979,La1.675Nd0.2Sr0.125Cu1O4,10.5
980,Ce1Fe0.74Co0.26As1H1,10.0
981,Be0.95Ru0.05,1.47
982,B12Sc1,0.39
983,Pd2Y0.9Er0.1Sn1,3.87
984,Sn0.915In0.073Te1,1.9
985,Ag1La1,1.073333333
986,Ru0.7Rh0.3P1,1.13
987,U1Pd2Al3.03,0.61
988,Pr1Mo6S8,2.55
989,Ti0.64Nb0.1Ta0.26,7.78
990,Fe1.03Se0.25Te0.75,12.5
991,Y1Rh4B4,10.95775
992,Cu1S1.8Se0.2,2.2
993,Be5Ir1,1.5
994,Be0.92Cu0.08,0.84
995,Ir0.1Zr0.9,5.5
996,Sr0.28Eu0.72Fe1.76Co0.24As2,12.3
997,Dy1Ni1.985Co0.03B2C1,2.1
998,B5Nb1.8Ru0.2,6.0
999,Sr1Fe1.916Co0.084As2,2.0
1000,La0.9Th0.1,5.62
1001,Cu0.1Ti2Se2,2.95
1002,Sr1Pd2Si0.02Ge1.98,2.76
1003,Ca10Pt3.51Fe9.49As18,12.44
1004,Mo0.14U0.86,2.02
1005,Cd0.3Hg0.7,1.7
1006,Co0.94Rh0.06U6,2.0
1007,Cr0.8Rh0.2,0.5
1008,Pd2Lu1Pb1,2.4
1009,La0.936Gd0.064Sn3,3.76
1010,Cr0.027Ti0.973,3.5
1011,Sn1Mo6Se8,3.4
1012,Al0.02Au0.92Ga0.06,0.158
1013,Ti70Nb15Si15,4.6
1014,Ti0.72V0.18Al0.1,3.52
1015,Sr1Ga1Ge1,1.3
1016,Ba1Fe1.86Co0.12Mn0.02As2,12.5
1017,Fe1.12Se0.11Te0.83,6.05
1018,C1.5Ge3La5,3.3
1019,Mo0.15Ti0.85,4.08
1020,Mg0.73Sc0.27B2,6.0
1021,Ba0.6K0.4Bi0.5Pb0.5O3,7.2
1022,Mg1C0.69Ni3,1.8
1023,Ga9Ir2,2.225
1024,Pr0.95La0.05Os4Sb12,1.815
1025,Tm5Rh4.8Co1.2Sn18,1.97
1026,Tl3Y1,1.52
1027,W4.8Ta0.2Si1B2,6.5
1028,Y1Ru3Si2,3.51
1029,Pd0.26Ti0.74,1.66
1030,Y2Pd1Ge3,3.125
1031,Sb0.7Sn0.3,2.85
1032,Mg1C1Ni2.94Cu0.06,6.3
1033,Sn0.9025Ge0.0475In0.05Te1,1.72
1034,Gd1Nd0.85Ce0.15Cu1O4,5.9
1035,B1W2,2.133333333
1036,Co0.027Ru0.973,0.25
1037,Hg0.714Tl0.286,3.875
1038,Ce0.0007La0.9993,4.65
1039,Ho1Ni1.99Fe0.01B2C1,7.0
1040,Zr2Co0.8Ni0.2,5.83
1041,La1.931Sr0.069Cu1O4,12.0
1042,Th1Ir0.1Si1.9,2.75
1043,Sn0.588Ge0.252In0.16Te1,1.42
1044,Bi1.09Ta2S5.09,2.65
1045,H0.983Pd1,7.355
1046,Cd0.96Mg0.04,0.24
1047,In0.913Pb0.087,4.2
1048,Mg1C1Ni2.97Cu0.03,6.8
1049,Fe1Se0.98,8.105
1050,Mo1B0.01C0.82,12.2
1051,V0.75Si0.175Al0.075,11.1
1052,Mn1U6,2.4525
1053,Mg1C0.978Ni3,7.3
1054,Ba1Fe1.66Zn0.12Co0.22As2,4.6
1055,H0.963Pd1,6.377
1056,Nb0.8Ga0.17Cr0.03,11.5
1057,Ir0.25Mo0.75Nb2.25Pt0.75,6.5
1058,Er1Pb2,7.4
1059,Be2Os1,3.07
1060,Y0.44Pr0.56Ba2Cu3O6.93,2.1
1061,Fe14.3U85.7,1.0
1062,Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
1063,H0.46Mo0.1Nb0.72Pd0.18,4.82
1064,Nb0.97Tc0.03,7.6
1065,Pb0.7Eu0.3Mo6.35S8,12.3
1066,C1.45Y1,11.5
1067,Nb2.01V0.99Au1,2.9
1068,Mg0.4Al0.6B2,8.925
1069,Ag0.825Sn0.175,0.055
1070,As1Pb1,8.4
1071,Nb0.83Pd0.17,2.2
1072,Sr1Ga0.74Si1.26,3.85
1073,La1Fe0.9Co0.1As1O1,11.02
1074,Pr0.5Nd0.5Os4Sb12,0.6
1075,In0.06Sn0.94Te1.01,1.36
1076,V2.808Re0.192Si1,4.7
1077,K0.9Na0.1Fe2As2,2.9
1078,Ce0.84Y0.06Gd0.1Ru2,3.32
1079,C1.45Th1,4.1
1080,C3La2,10.66
1081,La1Ni0.72Bi2,4.05
1082,Ce1Os3B2,3.5
1083,Ir2Sc1,1.55
1084,Au0.92Ga0.068In0.012,0.137
1085,Pt0.014Ru0.986,0.43
1086,Al1Pb1,1.2
1087,Pr1Pt4Ge10Sb2,1.27
1088,Au1Lu1,0.185
1089,La1Fe0.918Zn0.082As1F0.28O0.68,8.2
1090,La0.995Gd0.005Al2,0.932
1091,Mo0.1Nb0.9,6.55
1092,Tm1Ni1.84Fe0.16B2C1,3.99
1093,Ir0.9Nb0.1,0.06
1094,Rh2Sr1,6.2
1095,Nb0.72Pd0.28,1.89
1096,Ba1Fe1.774Co0.226As2,12.8
1097,Ce1Bi3.3Pb0.7Te6,2.9
1098,Pd1Si1,0.93
1099,Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
1100,Tm5Rh6Sn18,2.22
1101,Zr0.7Hf0.3V2,9.9
1102,La3Pr0.75In1,1.94
1103,Bi0.25Pb0.75,6.9
1104,Pr1Os4Sb12,1.60125
1105,Hg1Mg1,0.935
1106,Bi3Te1,0.875
1107,Fe0.95Se0.25Te0.75,8.5
1108,Co0.3Sc0.7,0.35
1109,Bi3Fe1,1.0
1110,Os0.56Re0.44,0.94
1111,C1Hf0.25Nb0.75,7.0
1112,La3Ru1Pd3Ge13,4.8
1113,Cu0.01V0.99,4.74
1114,Si0.005V0.995,4.75
1115,Pr1Os3.2Ru0.8Sb12,1.49
1116,Pb0.58Sn0.58Ti2Se5.16,3.6
1117,Nb78.1Sn7.3Al7.3Ge7.3,12.5
1118,Ce1Rh0.9Ir0.1In5,2.04
1119,Nb0.47Ta0.53,6.2
1120,Nd1Mo6S8,3.5
1121,Pb1Zr3,0.76
1122,Th1Ir1.6Ru0.4,2.87
1123,Au5Ba1,0.4
1124,C0.987Ta1,9.7
1125,Au0.2Nb0.8,6.45
1126,Ho0.5Y0.5Ni2B2C1,11.6
1127,Zr1P1.25S0.75,4.85
1128,Cd0.97Pd0.03,4.2
1129,Sn0.8In0.2Te1,3.035
1130,Fe0.99Ni0.01Se0.82,6.65
1131,Pd0.52Sb0.48,1.65
1132,Nb3Rh1,2.742333333
1133,Ce1Co0.7Ru0.3In5,2.13
1134,Mg1C1Ni2.967Fe0.033,4.9
1135,Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
1136,Nb0.025Ta0.975,4.465
1137,Ir5La1,2.13
1138,B6La1,2.05
1139,Ce1Rh0.5Ir0.5In5,0.875
1140,Nb50Ti25Zr25,9.7
1141,C0.69Mo1,12.1
1142,Pr1Bi1S2F0.5O0.5,3.6725
1143,Au1Ga40Mo8,9.4
1144,Ba0.8Na0.2Fe2As2,11.8
1145,Sc0.3Y0.7Ir3.6Rh0.4B4,3.09
1146,Nb0.32Re0.68,4.5
1147,C1Hf0.8Nb0.8,7.8
1148,Sm1.71125Y0.13875Ce0.15Cu1O4,12.0
1149,Ir0.15Os0.85,0.54
1150,Mo0.0006Re0.9994,1.697
1151,Mo5Si1B2,5.8
1152,Na2Cs1C60,11.32857143
1153,Ba8Si41Al5,6.0
1154,Nb80Ga18Mn2,7.79
1155,C0.5Mo0.17Zr0.42,9.5
1156,Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
1157,Ba0.5K0.5Fe1.7Zn0.3As2,7.86
1158,Sn0.1Fe1Se0.93,7.0
1159,B5Mo0.2Nb1.8,4.3
1160,Al0.04Au0.92Ga0.04,0.101
1161,Mo0.8448Zr0.0352B2,8.11
1162,Sm1Fe0.95Co0.05As1O1,2.565
1163,Th0.99873U0.127,0.658
1164,Cu0.1Bi2Se3,2.95
1165,In0.97Pd0.03,4.45
1166,B5Hf0.2Mo1.8,8.4
1167,Ag7B4F4O8,0.15
1168,La98Lu1Tb1,2.108
1169,Bi1.1Nb1Se3.1,2.36
1170,V50Ti49Zr1,7.7
1171,Mo0.1W0.9C1,9.0
1172,Er1Ir4B4,2.22
1173,Ba6.62Si46,5.0
1174,In0.04Sn0.96Te1.01,1.14
1175,Sn0.9025Pb0.0475In0.05Te1,1.79
1176,La0.4Ce0.6Ru2,1.3
1177,Fe1Se0.082Te0.738,10.9
1178,Ti56Nb30Si14,5.0
1179,Fe1Se0.7Br0.3,5.0
1180,Ru0.452V0.548,4.2
1181,In0.0293Pb0.9707,7.109
1182,Be8Ga1,5.7
1183,Ta0.96Zr0.04,5.7
1184,Be0.96Ni0.04,0.76
1185,Rh0.04Ru0.96,0.38
1186,B12Y1,4.7
1187,Th0.1Zr0.9,2.58
1188,Dy1Ni0.74Bi1.78,4.2
1189,Sr1Fe1.888Co0.112As2,2.0
1190,La1Rh1Si1,4.35
1191,Fe0.025Ti0.975,3.08
1192,Ba1Ge2,4.93
1193,La0.9989Ce0.0011Rh3B2,1.67
1194,Pr0.9La0.1Os4Sb12,1.7
1195,Ce0.4Nd0.6Bi1S2F0.7O0.3,3.67
1196,Ba1Ni2Ge0.2P1.8,2.59
1197,Lu0.25Sc4.75Ir4Si10,7.91
1198,Os0.06Zr0.94,5.65
1199,In0.75Pb0.25,5.65
1200,La0.72Ce0.28Ru2,1.278
1201,Nd1Bi1S2F0.1O0.9,4.24
1202,Mg0.9Zn0.1C1Ni3,4.5
1203,Mg0.85Zn0.15C1Ni3,4.12
1204,Be0.9Ni0.1,1.48
1205,Ti0.9V0.1,6.3
1206,In2Mo15Se19,1.5
1207,Th1Ir1.4Ru0.6,2.08
1208,Tb4Os6Sn19,1.4
1209,C1Ga1Mo2,3.9
1210,Ta0.462Ti0.538,9.05
1211,Er0.46Ho0.54Rh4B4,7.32
1212,Li1Ti1O4,12.15
1213,B2Nb0.6,8.04
1214,Ca1Tl2.4Pb0.6,3.18
1215,Ag0.9Ga0.1,0.0065
1216,Ag0.8Ga0.2,6.5
1217,Eu1.85Ce0.15Cu1O3.98,7.3
1218,Ir0.46Re0.115Rh0.425,0.13
1219,Mg1C1Ni2.6Co0.4,7.1
1220,La1Pt4Ge12,8.253333333
1221,Ce1Cu2Si1.8Ge0.2,0.1675
1222,La1Pt1.9Ge2.1,1.67
1223,Mo5Ru1Se8,3.7
1224,Sn93In3.5Sb3.5,3.743
1225,Nd1.85Ce0.15Cu0.995Ni0.005O4,11.6
1226,Y0.79Gd0.21Ni2B2C1,7.81
1227,Mo0.5Pb0.5,3.52
1228,H0.75Nb0.85Pd0.15,4.66
1229,Ho1Rh1.6Ir2.4B4,2.2
1230,La1Rh2Si2,1.658
1231,Au0.98Pd0.02Ga2,1.51
1232,La3Se4,8.326
1233,Y0.45Dy0.55Ni2B2C1,5.2
1234,Au0.9In0.1,0.067866667
1235,Ba1Ga0.78Si1.22,4.0
1236,Ce1Ir1In4.97Sn0.03,0.66
1237,Gd0.01Nb0.99,9.19
1238,Al0.9Ge0.1,6.45
1239,Ce2Pd1In8,0.69
1240,Na0.23W1O3,2.16
1241,In3La1,0.7
1242,Mg10Ir19B16,4.0875
1243,Re2Y1,1.83
1244,Rh1Se2,4.35
1245,Nd1Fe0.9Co0.1As1F0.11O0.89,9.0
1246,Co0.034Ru0.964,0.2
1247,Na0.33H2.86Co1O3.42,4.5
1248,Lu5Ir4Si9.8Ge0.2,5.8
1249,Rh0.025Ti0.975,1.79
1250,Pt0.43W0.57,2.09
1251,Rb0.27W1O2.93,3.0
1252,La1.92Sr0.08Cu0.99Ni0.01O4,0.001
1253,Nb0.13Zr0.87,6.42
1254,Os0.001Re0.999,1.71
1255,Nb80.7Sn1.9Al1.9Ge15.5,7.8
1256,In0.11O3W1,2.025
1257,La0.75Pr0.25Pb3,0.8
1258,La0.68Eu0.2Sr0.12Cu1O4,5.0
1259,La1.5Nd0.4Sr0.1Cu1O4,8.906666667
1260,Bi2Sr2Cu1O6.16,10.0
1261,Bi2Rh3Se2,0.84
1262,Pr1Os0.2Ru3.8Sb12,1.16
1263,Nb3Rh0.9Pd0.1,2.55
1264,Ti0.6V0.4,7.15
1265,Ce1Bi3.1Pb0.9Te6,2.8
1266,Sn0.8In0.2Te0.7Se0.3,3.5
1267,Au1Zn3,1.245
1268,Ta0.78W0.22,1.36
1269,Sr0.4La0.6Bi1S2F1,2.96
1270,Y1Ru3.5Si2,3.51
1271,Ba1Al0.95Si1.05,2.8
1272,Ce1Ir1Si3,1.53
1273,La1Fe0.9Ir0.1As1O1,10.9
1274,Hf1Ru1P1,11.79666667
1275,Pb0.1Yb0.9Mo6Se8,6.3
1276,Zr0.96V0.04B2,8.7
1277,Bi3La5,0.64
1278,Th1Ir1.2Ru0.8,1.45
1279,Fe22U78,0.98
1280,Sn1.1Mo6Se7.5,4.2
1281,Sn0.04V0.96,1.86
1282,Pb0.06Tl0.94,2.7
1283,Au1In2,0.22
1284,Nb0.6Zr0.4,10.525
1285,Rh0.8Ru0.2Se2,1.33
1286,Lu5Ir4Si9.5Ge0.5,6.0
1287,V2.802Ta0.198Ga1,12.3
1288,La1Fe0.905Zn0.095As1F0.28O0.68,3.5
1289,Ti0.2Zr0.8,1.01
1290,Sc0.05Zr0.95,0.11
1291,Pd2Y0.9Yb0.1Sn1,4.37
1292,Al0.06Au0.92In0.02,0.0619
1293,Ba1Pt0.3Si1.7,2.6
1294,Co0.03In0.97,3.95
1295,Lu2Ir2.97Rh0.03Si5,4.6
1296,Ru0.05Ti0.95,2.5
1297,Sn0.97As0.006Te0.994,0.048
1298,Tc0.6W0.4,7.89
1299,Zr1P1S1,3.6
1300,Nb0.85Ta0.15,8.08
1301,B2.8C97.2,4.0
1302,Au0.9Ga0.1,0.264
1303,Sr1Fe1.6Co0.4As2,12.9
1304,La0.9Y0.1Ni1C2,2.29
1305,Hf0.909W0.091,2.38
1306,Ir0.55Re0.15,0.61
1307,Nd1Bi0.9Pb0.1S2F0.3O0.7,4.83
1308,Na0.4Co1H2.6O3.3,2.0
1309,Ce1Ir0.987Pt0.013In5,0.897
1310,La1.6Nd0.2Ba0.2Cu1O4,11.0
1311,Cs0.1Li0.1W1O2.8F0.2,2.1
1312,Ba0.5K0.5Fe1.8Cu0.2As2,11.83
1313,Tl1Bi1Te2,0.141
1314,Cu0.1Pb0.9,6.5
1315,Ca1Pb1,7.0
1316,Os0.025Zr0.975,2.97
1317,Y1Pt2B2C1,10.5
1318,Bi0.26Pb0.74,8.3
1319,Mo0.23Re0.77,9.25
1320,Ca0.85Eu0.15Fe1As2,12.2
1321,Hf0.1Nb0.9,9.6
1322,Ir1U1,0.14
1323,Au0.25Te0.75,1.85
1324,Re0.73W0.27,8.3
1325,Hf0.4Zr0.6V2,8.98
1326,Ga1Zr2,0.38
1327,Fe1Se0.82,7.83
1328,Cr0.3Ru0.7,0.38
1329,U1Pt2.991Pd0.009,0.345
1330,In0.04Pb0.96,7.075
1331,Sb0.66Tl0.33,5.2
1332,Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5
1333,La1Tl2.25Sn0.75,1.05
1334,Pb1.13Ta1S3.13,3.08
1335,Ir0.984Ni0.016,0.052
1336,Bi1Mg1,0.7
1337,Bi3Ni0.95Fe0.05,4.08
1338,La3Pd5Si1,1.4
1339,B0.69Mg0.31,5.7
1340,Pr0.55Nd0.45Os4Sb12,1.01
1341,Nb2.73Ti0.27Al1,11.5
1342,Th0.8Nd0.2Ru2,4.55
1343,Dy0.8Tm0.2Ni2B2C1,3.42
1344,Au0.23V0.77,0.66
1345,Mg0.8Zn0.2C1.05Ni3,4.0
1346,Mg1C1Ni2.975Fe0.025,5.17
1347,Li1Ti2O4,11.87272727
1348,Sr2.5Ca11.5Cu24O41,2.5
1349,Ca1Ga1Si1,4.2375
1350,Tm1Rh1.3Sn4,2.07
1351,Lu1Rh4B4,10.093625
1352,Y2Ba4Cu7O14.03,4.3
