,name,Tc
701,Fe1Se0.72,8.0
702,Au0.27Tl0.73,2.04
703,Ca3Rh4Sn13,7.4775
704,Ba1Pb0.85Bi0.15O3,8.7
705,Ca0.1La1.25Ba1.65Cu3O6.985,5.0
706,Ir0.92Pt0.08Te2,2.385
707,Sb0.011Sn0.989,3.642
708,Al1Sc1Au2,4.4
709,Er1Th3.4Ru0.6B4,7.9
710,Ba4Ca4Si46,3.7
711,As2Cd1Sn1,2.29
712,Sr1Ga0.6Si1.4,2.98
713,Ce1Pt3Si0.9Ge0.1,0.31
714,Bi3.975Cu0.025S3O4,2.99
715,C1Hf0.5Mo0.5,3.4
716,Ba4Sr2Nb10O30,0.98
717,Cr0.39V0.61,0.37
718,Cu0.845Sb0.155,0.184
719,Cr0.06V0.94,2.93
720,Mo0.5Pt0.05Re0.45,5.32
721,Ag0.667Al0.333,0.126
722,Nd0.95Pr0.05Ba2Cu3O6.6,4.1
723,Gd1Ba1Sr1Cu3O6.77,4.0
724,B2.6Nb1,10.9
725,Ti0.415V0.585,7.49
726,Pb0.95Tl0.025Bi0.025,7.214
727,Al0.175Nb0.775Zr0.05,10.0
728,Be6Ga1,6.0
729,H0.59Nb0.72Pd0.28,3.12
730,H0.28Mo0.15Nb0.68Pd0.17,4.92
731,Yb0.2Mo1S2,2.4
732,Ag1Bi1,1.39
733,Ba0.67Pt3B2,5.6
734,Bi0.35Pb0.65,8.7
735,Y0.5Pr0.5Ba2Cu3O6.85,4.0
736,Nb3Rh0.95Pd0.05,2.49
737,Nb0.8Ga0.13Ni0.07,8.1
738,Re0.64Ta0.36,1.46
739,C8K1,0.30475
740,Nb0.8Ru0.2,4.8
741,Ta0.03Zr0.97,2.01
742,Eu1.7575Gd0.0925Ce0.15Cu1O4,4.7
743,B2Nb0.9,3.64
744,B5Nb1.9Y0.1,9.3
745,Ru0.465V0.535,5.8
746,Y0.12Er0.88Rh4B4,8.74
747,Ir0.7Os0.3,0.24835
748,Bi1Sr0.9Nd0.1Cu1OY,10.74
749,La1.85Sr0.15Cu0.973Co0.027O4,2.5
750,Mg1C0.925Ni3,7.09
751,Al3Os1,5.9
752,Ce1Ru0.1Co1.9,0.47
753,Hg0.0307Pb0.9693,7.134
754,Nb0.21Ti0.61Zr0.18,7.21
755,Pd50.93625Fe0.06375Sb49,1.22
756,La0.95Pr0.05Pb3,3.3
757,La1Mg2,1.05
758,Ir0.14Ru0.86,0.28
759,Nb0.1Zr0.9,7.6
760,Mo0.67Zr0.33,1.56
761,Al13Os4,5.4
762,B1Mo2,4.1125
763,Al2Ge2U1,1.6
764,Hf1Rh1Si1,1.15
765,Ho0.45Lu0.55Ni2B2C1,10.0
766,La1.48Nd0.4Sr0.12Cu1O4,7.072857143
767,La1.85Sr0.15Cu0.98Ru0.02O4,10.8
768,Mn0.67Ni0.33U6,2.7
769,Sm1Fe1As0.47P0.53H0.24O0.76,5.5
770,Co3Y4,2.033333333
771,D3.61Th1,8.35
772,Fe1Se0.96S0.04,9.58
773,Rh0.05Zr0.95,5.0
774,C1.35Y1,10.0
775,La0.98Nd0.02,3.77
776,Y1Ni1.7Pd0.3B2C1,10.7
777,Pr1Ru4P12,1.8
778,Hf0.5Nb0.5,8.905
779,La1Fe0.875Co0.125As1O1,6.6
780,Be0.858Cu0.142,0.56
781,Al1Gd0.003La3,4.58
782,Ca1Al0.9Ga0.1Si1,6.54
783,Ce1Co1In4.5Cd0.5,1.35
784,La1.78Sr0.22Cu0.985Zn0.015O4,10.0
785,Mo5.22Zr94.78,4.0
786,Pd49.75Ni0.25Sb50,1.5
787,Nd1Fe1P1F0.1O0.9,2.9
788,U1Be12.9701B0.0299,1.66
789,Nb3Sb1,1.1
790,Ca1Fe0.74Co0.26As1F1,3.49
791,La0.7Th0.3Ni1C2,7.2
792,Re0.1Ta0.9,1.49
793,Mo0.55Pt0.05Re0.4,10.2
794,Ce1Ru0.2Co1.8,0.35
795,Hg1Sn1,4.2
796,Lu1Tc2,9.9
797,Os0.115Re0.885,1.79
798,Cs0.33Ta1S2,3.8
799,Nb3Sn0.3Sb0.7,6.8
800,Rh0.91Ti0.09,2.0
801,Nb3Rh0.95Os0.05,2.39
802,Fe0.03Nb0.25Ti0.72,8.5
803,Y0.96Gd0.04Ru2,3.5
804,Ce0.95La0.05Co1In5,1.68
805,Eu1Th3.4Ru0.6B4,1.5
806,Mo1Re3,9.89
807,Pr1Fe1P1O1,3.586666667
808,V3Ga0.6Si0.4,9.5
809,Nb0.2U0.8,2.009
810,V2.52Mo0.48Si1,5.1
811,Pt2Y1,2.835
812,Ir0.987W0.013,0.107
813,Sb0.4Sn0.6,3.8
814,Ba1Ga1Ge1,2.4
815,Ca3Rh8B2,4.0
816,Ce1Ru1.99Co0.01,4.74
817,Ti0.64Nb0.18Ta0.18,8.18
818,Ho0.93La0.07Ni2B2C1,3.0
819,Ga0.05Sn0.95,3.938
820,Sn0.36Eu0.7Mo6.35S8,7.94
821,Sn0.552Pb0.368In0.08Te1,2.16
822,Si0.025V0.975,4.06
823,Mo1.86Ta0.14B1C1,5.6
824,La3Rh4Pb13,2.2
825,Bi0.1Pt1Sb0.9,1.21
826,Lu1.9Sc0.1Fe3Si5,4.33
827,Ba1Pt1Si3,1.875
828,Sr1Pd1.8Ni0.2Ge2,3.15
829,La1Ni2P2,2.6
830,La5Ru2,2.35
831,Cu1Rh1.6Sn0.4Se4,0.57
832,La1Pt1B1N1,6.7
833,Lu1.9Sc0.1Ir3Si5,3.2
834,K0.4Mo1S2,5.8
835,V2.79Ce0.21Ga1,7.5
836,Ge3Mo5,1.65
837,K0.915Bi1.085O3,9.0
838,Os0.065Re0.935,1.92
839,Hf0.15Nb0.85,9.85
840,La3Ni4Ge4,0.37
841,Ce1Bi3.4Pb0.6Te6,3.0
842,Nd0.65La1.2Ce0.15Cu1O4,5.8
843,La0.88Mo6Se8,10.25
844,Sr3.5Ca11.5Cu24O41,9.0
845,Ge1,3.9475
846,Sr0.925Ca0.075Ti1O3,0.5
847,Rb0.1Li0.1W1O2.8F0.2,2.0
848,Ce0.8Pr0.2Ru2,5.82
849,Nb80Ga15Mn5,5.0
850,Lu1Ni1B0.9C1.1,2.9
851,Ce0.01La0.99,3.63
852,Nd1Ni0.89Bi2,4.1
853,La1.85Sr0.15Cu0.97Zn0.03O4,1.05
854,Y2I0.25Br1.75C2,5.5
855,Pb0.16Sn0.64In0.2Te1,3.31
856,K0.8Fe2Se0.42S1.58,1.9
857,La0.9462Ce0.0538Sn3,1.86
858,Y2Br0.75Cl1.25C2,3.7
859,Mo6Se7.5S0.5,5.45
860,P1Pd3,0.35
861,Mo0.0905Ti0.9095,3.05
862,Ce0.84Y0.16Ru2,4.92
863,Ir0.765Ru0.235,0.142
864,Ca1Hg5,1.7
865,Nb0.87Ta0.13,8.15
866,In0.71V6S8,5.4
867,La1Ni1As1O1,2.71
868,Y1Ru2Si2,1.1
869,Ce1Fe0.98Co0.02As1H1,2.0
870,Ir0.07Rh0.07Os0.86,0.064
871,Y1Ni1.94Ru0.06B2C1,8.7
872,Ge0.963Te1,0.171
873,Pd49.75Co0.25Sb50,1.57
874,Ba1.6Sr0.4Yb1Cu3O6.48,10.0
875,Ta1Pt1Si1,3.54
876,Ce1Rh0.3Ir0.7In5,1.2
877,Tl1Ni2Se2,3.7
878,Lu1Ni0.8V0.2B1C1,2.6
879,C8Rb1,0.0241
880,La1Ni0.85Cu0.15C2,3.31
881,Al1Ta3,0.795
882,Cu19.6Zr78.4Mn2,1.14
883,Li0.45Nb1O2,5.5
884,La1.6Ba0.4Cu1O4,4.2
885,Be12Mg1Re1,10.1
886,Zr2Co0.7Ga0.3,4.97
887,Sn0.76Ge0.19In0.05Te1,0.68
888,Tc0.1W0.9,1.25
889,Nb0.991Ta0.009,8.87
890,Lu4.75Sc0.25Ir4Si10,6.06
891,Ce0.875Yb0.125Co1In5,1.97
892,Y0.9Gd0.1Rh4B4,8.66
893,La7Pd3,1.48
894,Sn1V3,4.4625
895,Li2Pd2.4Ni0.6B1,7.033333333
896,Ce1Au2Si2,2.051666667
897,C0.03Rh0.43Ta0.54,10.0
898,Fe0.011Mo99.989,0.51
899,Bi1In5,4.1
900,Y2I0.5Br1.5C2,6.0
901,La0.48Y0.52,1.0
902,Mg9.3Ir19B16.7,5.8
903,C1Mo1,10.152
904,Si3Y1,4.63
905,La1.875Ba0.065Sr0.06Cu1O4,10.4
906,Cr0.4Mo0.6,0.095
907,Ir0.85Rh0.15Te2,2.39
908,Ga41Mo8,9.7
909,Ir45Ta55,3.39
910,Pb0.57Sn0.43,7.45
911,Ni2Zr0.85Nb0.15Ga1,2.4
912,La0.8Ce0.2Ru2,2.01
913,V3Si0.986Sb0.014,10.5
914,Nb5Si2B1,6.4
915,Sn0.4797Pb0.3203In0.2Te1,4.16
916,Ge3Te4,1.55
917,Au1.6Pd0.4In1Y1,2.64
918,As2W1,0.9
919,Ce1Ge2Rh1,0.45
920,Ta25Ti75,6.0
921,La0.8Th0.2Ni1C2,5.4
922,Sn0.01V0.99,4.21
923,Ce0.97Gd0.03Ru2,4.69
924,Hg3Li1,1.7
925,Ho1Ni1.998Co0.004B2C1,7.2
926,La1Fe0.98Zn0.02As1O0.85,4.32
927,La1.675Nd0.2Sr0.125Cu1O4,10.5
928,Ce1Fe0.74Co0.26As1H1,10.0
929,Be0.95Ru0.05,1.47
930,B12Sc1,0.39
931,Pd2Y0.9Er0.1Sn1,3.87
932,Sn0.915In0.073Te1,1.9
933,Ag1La1,1.073333333
934,Ru0.7Rh0.3P1,1.13
935,U1Pd2Al3.03,0.61
936,Pr1Mo6S8,2.55
937,Ti0.64Nb0.1Ta0.26,7.78
938,Y1Rh4B4,10.95775
939,Cu1S1.8Se0.2,2.2
940,Be5Ir1,1.5
941,Be0.92Cu0.08,0.84
942,Ir0.1Zr0.9,5.5
943,Dy1Ni1.985Co0.03B2C1,2.1
944,B5Nb1.8Ru0.2,6.0
945,Sr1Fe1.916Co0.084As2,2.0
946,La0.9Th0.1,5.62
947,Cu0.1Ti2Se2,2.95
948,Sr1Pd2Si0.02Ge1.98,2.76
949,Mo0.14U0.86,2.02
950,Cd0.3Hg0.7,1.7
951,Co0.94Rh0.06U6,2.0
952,Cr0.8Rh0.2,0.5
953,Pd2Lu1Pb1,2.4
954,La0.936Gd0.064Sn3,3.76
955,Cr0.027Ti0.973,3.5
956,Sn1Mo6Se8,3.4
957,Al0.02Au0.92Ga0.06,0.158
958,Ti70Nb15Si15,4.6
959,Ti0.72V0.18Al0.1,3.52
960,Sr1Ga1Ge1,1.3
961,Fe1.12Se0.11Te0.83,6.05
962,C1.5Ge3La5,3.3
963,Mo0.15Ti0.85,4.08
964,Mg0.73Sc0.27B2,6.0
965,Ba0.6K0.4Bi0.5Pb0.5O3,7.2
966,Mg1C0.69Ni3,1.8
967,Ga9Ir2,2.225
968,Pr0.95La0.05Os4Sb12,1.815
969,Tm5Rh4.8Co1.2Sn18,1.97
970,Tl3Y1,1.52
971,W4.8Ta0.2Si1B2,6.5
972,Y1Ru3Si2,3.51
973,Pd0.26Ti0.74,1.66
974,Y2Pd1Ge3,3.125
975,Sb0.7Sn0.3,2.85
976,Mg1C1Ni2.94Cu0.06,6.3
977,Sn0.9025Ge0.0475In0.05Te1,1.72
978,Gd1Nd0.85Ce0.15Cu1O4,5.9
979,B1W2,2.133333333
980,Co0.027Ru0.973,0.25
981,Hg0.714Tl0.286,3.875
982,Ce0.0007La0.9993,4.65
983,Ho1Ni1.99Fe0.01B2C1,7.0
984,Zr2Co0.8Ni0.2,5.83
985,Th1Ir0.1Si1.9,2.75
986,Sn0.588Ge0.252In0.16Te1,1.42
987,Bi1.09Ta2S5.09,2.65
988,H0.983Pd1,7.355
989,Cd0.96Mg0.04,0.24
990,In0.913Pb0.087,4.2
991,Mg1C1Ni2.97Cu0.03,6.8
992,Fe1Se0.98,8.105
993,Mn1U6,2.4525
994,Mg1C0.978Ni3,7.3
995,Ba1Fe1.66Zn0.12Co0.22As2,4.6
996,H0.963Pd1,6.377
997,Ir0.25Mo0.75Nb2.25Pt0.75,6.5
998,Er1Pb2,7.4
999,Be2Os1,3.07
1000,Y0.44Pr0.56Ba2Cu3O6.93,2.1
1001,Fe14.3U85.7,1.0
1002,Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
1003,H0.46Mo0.1Nb0.72Pd0.18,4.82
1004,Nb0.97Tc0.03,7.6
1005,Nb2.01V0.99Au1,2.9
1006,Mg0.4Al0.6B2,8.925
1007,Ag0.825Sn0.175,0.055
1008,As1Pb1,8.4
1009,Nb0.83Pd0.17,2.2
1010,Sr1Ga0.74Si1.26,3.85
1011,Pr0.5Nd0.5Os4Sb12,0.6
1012,In0.06Sn0.94Te1.01,1.36
1013,V2.808Re0.192Si1,4.7
1014,K0.9Na0.1Fe2As2,2.9
1015,Ce0.84Y0.06Gd0.1Ru2,3.32
1016,C1.45Th1,4.1
1017,C3La2,10.66
1018,La1Ni0.72Bi2,4.05
1019,Ce1Os3B2,3.5
1020,Ir2Sc1,1.55
1021,Au0.92Ga0.068In0.012,0.137
1022,Pt0.014Ru0.986,0.43
1023,Al1Pb1,1.2
1024,Pr1Pt4Ge10Sb2,1.27
1025,Au1Lu1,0.185
1026,La1Fe0.918Zn0.082As1F0.28O0.68,8.2
1027,La0.995Gd0.005Al2,0.932
1028,Mo0.1Nb0.9,6.55
1029,Tm1Ni1.84Fe0.16B2C1,3.99
1030,Ir0.9Nb0.1,0.06
1031,Rh2Sr1,6.2
1032,Nb0.72Pd0.28,1.89
1033,Ce1Bi3.3Pb0.7Te6,2.9
1034,Pd1Si1,0.93
1035,Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
1036,Tm5Rh6Sn18,2.22
1037,Zr0.7Hf0.3V2,9.9
1038,La3Pr0.75In1,1.94
1039,Bi0.25Pb0.75,6.9
1040,Pr1Os4Sb12,1.60125
1041,Hg1Mg1,0.935
1042,Bi3Te1,0.875
1043,Fe0.95Se0.25Te0.75,8.5
1044,Co0.3Sc0.7,0.35
1045,Bi3Fe1,1.0
1046,Os0.56Re0.44,0.94
1047,C1Hf0.25Nb0.75,7.0
1048,La3Ru1Pd3Ge13,4.8
1049,Cu0.01V0.99,4.74
1050,Si0.005V0.995,4.75
1051,Pr1Os3.2Ru0.8Sb12,1.49
1052,Pb0.58Sn0.58Ti2Se5.16,3.6
1053,Ce1Rh0.9Ir0.1In5,2.04
1054,Nb0.47Ta0.53,6.2
1055,Nd1Mo6S8,3.5
1056,Pb1Zr3,0.76
1057,Th1Ir1.6Ru0.4,2.87
1058,Au5Ba1,0.4
1059,C0.987Ta1,9.7
1060,Au0.2Nb0.8,6.45
1061,Zr1P1.25S0.75,4.85
1062,Cd0.97Pd0.03,4.2
1063,Sn0.8In0.2Te1,3.035
1064,Fe0.99Ni0.01Se0.82,6.65
1065,Pd0.52Sb0.48,1.65
1066,Nb3Rh1,2.742333333
1067,Ce1Co0.7Ru0.3In5,2.13
1068,Mg1C1Ni2.967Fe0.033,4.9
1069,Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
1070,Nb0.025Ta0.975,4.465
1071,Ir5La1,2.13
1072,B6La1,2.05
1073,Ce1Rh0.5Ir0.5In5,0.875
1074,Nb50Ti25Zr25,9.7
1075,Pr1Bi1S2F0.5O0.5,3.6725
1076,Au1Ga40Mo8,9.4
1077,Sc0.3Y0.7Ir3.6Rh0.4B4,3.09
1078,Nb0.32Re0.68,4.5
1079,C1Hf0.8Nb0.8,7.8
1080,Ir0.15Os0.85,0.54
1081,Mo0.0006Re0.9994,1.697
1082,Mo5Si1B2,5.8
1083,Ba8Si41Al5,6.0
1084,Nb80Ga18Mn2,7.79
1085,C0.5Mo0.17Zr0.42,9.5
1086,Ba0.5K0.5Fe1.7Zn0.3As2,7.86
1087,Sn0.1Fe1Se0.93,7.0
1088,B5Mo0.2Nb1.8,4.3
1089,Al0.04Au0.92Ga0.04,0.101
1090,Mo0.8448Zr0.0352B2,8.11
1091,Sm1Fe0.95Co0.05As1O1,2.565
1092,Th0.99873U0.127,0.658
1093,Cu0.1Bi2Se3,2.95
1094,In0.97Pd0.03,4.45
1095,B5Hf0.2Mo1.8,8.4
1096,Ag7B4F4O8,0.15
1097,La98Lu1Tb1,2.108
1098,Bi1.1Nb1Se3.1,2.36
1099,V50Ti49Zr1,7.7
1100,Mo0.1W0.9C1,9.0
1101,Er1Ir4B4,2.22
1102,Ba6.62Si46,5.0
1103,In0.04Sn0.96Te1.01,1.14
1104,Sn0.9025Pb0.0475In0.05Te1,1.79
1105,La0.4Ce0.6Ru2,1.3
1106,Fe1Se0.082Te0.738,10.9
1107,Ti56Nb30Si14,5.0
1108,Fe1Se0.7Br0.3,5.0
1109,Ru0.452V0.548,4.2
1110,In0.0293Pb0.9707,7.109
1111,Be8Ga1,5.7
1112,Ta0.96Zr0.04,5.7
1113,Be0.96Ni0.04,0.76
1114,Rh0.04Ru0.96,0.38
1115,B12Y1,4.7
1116,Th0.1Zr0.9,2.58
1117,Dy1Ni0.74Bi1.78,4.2
1118,Sr1Fe1.888Co0.112As2,2.0
1119,La1Rh1Si1,4.35
1120,Fe0.025Ti0.975,3.08
1121,Ba1Ge2,4.93
1122,La0.9989Ce0.0011Rh3B2,1.67
1123,Pr0.9La0.1Os4Sb12,1.7
1124,Ce0.4Nd0.6Bi1S2F0.7O0.3,3.67
1125,Ba1Ni2Ge0.2P1.8,2.59
1126,Lu0.25Sc4.75Ir4Si10,7.91
1127,Os0.06Zr0.94,5.65
1128,In0.75Pb0.25,5.65
1129,La0.72Ce0.28Ru2,1.278
1130,Nd1Bi1S2F0.1O0.9,4.24
1131,Mg0.9Zn0.1C1Ni3,4.5
1132,Mg0.85Zn0.15C1Ni3,4.12
1133,Be0.9Ni0.1,1.48
1134,Ti0.9V0.1,6.3
1135,In2Mo15Se19,1.5
1136,Th1Ir1.4Ru0.6,2.08
1137,Tb4Os6Sn19,1.4
1138,C1Ga1Mo2,3.9
1139,Ta0.462Ti0.538,9.05
1140,Er0.46Ho0.54Rh4B4,7.32
1141,B2Nb0.6,8.04
1142,Ca1Tl2.4Pb0.6,3.18
1143,Ag0.9Ga0.1,0.0065
1144,Ag0.8Ga0.2,6.5
1145,Eu1.85Ce0.15Cu1O3.98,7.3
1146,Ir0.46Re0.115Rh0.425,0.13
1147,Mg1C1Ni2.6Co0.4,7.1
1148,La1Pt4Ge12,8.253333333
1149,Ce1Cu2Si1.8Ge0.2,0.1675
1150,La1Pt1.9Ge2.1,1.67
1151,Mo5Ru1Se8,3.7
1152,Sn93In3.5Sb3.5,3.743
1153,Y0.79Gd0.21Ni2B2C1,7.81
1154,Mo0.5Pb0.5,3.52
1155,H0.75Nb0.85Pd0.15,4.66
1156,Ho1Rh1.6Ir2.4B4,2.2
1157,La1Rh2Si2,1.658
1158,Au0.98Pd0.02Ga2,1.51
1159,La3Se4,8.326
1160,Y0.45Dy0.55Ni2B2C1,5.2
1161,Au0.9In0.1,0.067866667
1162,Ba1Ga0.78Si1.22,4.0
1163,Ce1Ir1In4.97Sn0.03,0.66
1164,Gd0.01Nb0.99,9.19
1165,Al0.9Ge0.1,6.45
1166,Ce2Pd1In8,0.69
1167,Na0.23W1O3,2.16
1168,In3La1,0.7
1169,Mg10Ir19B16,4.0875
1170,Re2Y1,1.83
1171,Rh1Se2,4.35
1172,Nd1Fe0.9Co0.1As1F0.11O0.89,9.0
1173,Co0.034Ru0.964,0.2
1174,Na0.33H2.86Co1O3.42,4.5
1175,Lu5Ir4Si9.8Ge0.2,5.8
1176,Rh0.025Ti0.975,1.79
1177,Pt0.43W0.57,2.09
1178,Rb0.27W1O2.93,3.0
1179,La1.92Sr0.08Cu0.99Ni0.01O4,0.001
1180,Nb0.13Zr0.87,6.42
1181,Os0.001Re0.999,1.71
1182,Nb80.7Sn1.9Al1.9Ge15.5,7.8
1183,In0.11O3W1,2.025
1184,La0.75Pr0.25Pb3,0.8
1185,La0.68Eu0.2Sr0.12Cu1O4,5.0
1186,La1.5Nd0.4Sr0.1Cu1O4,8.906666667
1187,Bi2Sr2Cu1O6.16,10.0
1188,Bi2Rh3Se2,0.84
1189,Pr1Os0.2Ru3.8Sb12,1.16
1190,Nb3Rh0.9Pd0.1,2.55
1191,Ti0.6V0.4,7.15
1192,Ce1Bi3.1Pb0.9Te6,2.8
1193,Sn0.8In0.2Te0.7Se0.3,3.5
1194,Au1Zn3,1.245
1195,Ta0.78W0.22,1.36
1196,Sr0.4La0.6Bi1S2F1,2.96
1197,Y1Ru3.5Si2,3.51
1198,Ba1Al0.95Si1.05,2.8
1199,Ce1Ir1Si3,1.53
1200,La1Fe0.9Ir0.1As1O1,10.9
1201,Pb0.1Yb0.9Mo6Se8,6.3
1202,Zr0.96V0.04B2,8.7
1203,Bi3La5,0.64
1204,Th1Ir1.2Ru0.8,1.45
1205,Fe22U78,0.98
1206,Sn1.1Mo6Se7.5,4.2
1207,Sn0.04V0.96,1.86
1208,Pb0.06Tl0.94,2.7
1209,Au1In2,0.22
1210,Nb0.6Zr0.4,10.525
1211,Rh0.8Ru0.2Se2,1.33
1212,Lu5Ir4Si9.5Ge0.5,6.0
1213,La1Fe0.905Zn0.095As1F0.28O0.68,3.5
1214,Ti0.2Zr0.8,1.01
1215,Sc0.05Zr0.95,0.11
1216,Pd2Y0.9Yb0.1Sn1,4.37
1217,Al0.06Au0.92In0.02,0.0619
1218,Ba1Pt0.3Si1.7,2.6
1219,Co0.03In0.97,3.95
1220,Lu2Ir2.97Rh0.03Si5,4.6
1221,Ru0.05Ti0.95,2.5
1222,Sn0.97As0.006Te0.994,0.048
1223,Tc0.6W0.4,7.89
1224,Zr1P1S1,3.6
1225,Nb0.85Ta0.15,8.08
1226,B2.8C97.2,4.0
1227,Au0.9Ga0.1,0.264
1228,La0.9Y0.1Ni1C2,2.29
1229,Hf0.909W0.091,2.38
1230,Ir0.55Re0.15,0.61
1231,Nd1Bi0.9Pb0.1S2F0.3O0.7,4.83
1232,Na0.4Co1H2.6O3.3,2.0
1233,Ce1Ir0.987Pt0.013In5,0.897
1234,Cs0.1Li0.1W1O2.8F0.2,2.1
1235,Tl1Bi1Te2,0.141
1236,Cu0.1Pb0.9,6.5
1237,Ca1Pb1,7.0
1238,Os0.025Zr0.975,2.97
1239,Y1Pt2B2C1,10.5
1240,Bi0.26Pb0.74,8.3
1241,Mo0.23Re0.77,9.25
1242,Hf0.1Nb0.9,9.6
1243,Ir1U1,0.14
1244,Au0.25Te0.75,1.85
1245,Re0.73W0.27,8.3
1246,Hf0.4Zr0.6V2,8.98
1247,Ga1Zr2,0.38
1248,Fe1Se0.82,7.83
1249,Cr0.3Ru0.7,0.38
1250,U1Pt2.991Pd0.009,0.345
1251,In0.04Pb0.96,7.075
1252,Sb0.66Tl0.33,5.2
1253,Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5
1254,La1Tl2.25Sn0.75,1.05
1255,Pb1.13Ta1S3.13,3.08
1256,Ir0.984Ni0.016,0.052
1257,Bi1Mg1,0.7
1258,Bi3Ni0.95Fe0.05,4.08
1259,La3Pd5Si1,1.4
1260,B0.69Mg0.31,5.7
1261,Pr0.55Nd0.45Os4Sb12,1.01
1262,Th0.8Nd0.2Ru2,4.55
1263,Dy0.8Tm0.2Ni2B2C1,3.42
1264,Au0.23V0.77,0.66
1265,Mg0.8Zn0.2C1.05Ni3,4.0
1266,Mg1C1Ni2.975Fe0.025,5.17
1267,Sr2.5Ca11.5Cu24O41,2.5
1268,Ca1Ga1Si1,4.2375
1269,Tm1Rh1.3Sn4,2.07
1270,Lu1Rh4B4,10.093625
1271,Y2Ba4Cu7O14.03,4.3
1272,B2.32Nb1,9.8
1273,Pd2Y0.85Dy0.15Sn1,2.8
1274,B12Yb0.01Zr0.99,4.4
1275,In0.78Tl0.22,3.18
1276,Lu0.9Tb0.1Ru1B2,4.76
1277,V0.26Zr0.74,5.9
1278,La1.925Ca0.075Cu1O4,9.2
1279,Tc0.3W0.7,5.75
1280,Ce0.025Th0.975,0.58
1281,La1Sn2,3.6
1282,Os0.075W0.925,0.9
1283,Fe0.98Ni0.02Se0.3Te0.7,2.1
1284,Sn0.65Tl0.35,7.1
1285,Sr1Pd1.8Ag0.2Ge2,2.52
1286,Ta0.7V0.3,3.0
1287,Cu0.08Ti1Se2,4.14
1288,Ag7F1O8,0.3
1289,Mg1.2C1.6Ni3,7.3
1290,La1Ir2Ge2,1.5
1291,Cu0.08Ti2Se2,3.95
1292,Si0.108Zr0.892,3.54
1293,Mo5.5Ru0.5Se8,5.43
1294,Nb3Rh0.7Pt0.3,5.1
1295,Nb50Zr25Hf25,10.1
1296,Ge0.21V0.79,6.4
1297,La1Pt1.5Au0.5B2C1,10.65
1298,Na0.4H3.6Sb1.16S5.16Ta2O1.8,3.5
1299,La1Ir1Si3,1.473333333
1300,Ba1Cu0.2Si1.8,3.02
1301,Cd0.03In0.97,3.2755
1302,La0.35Ce0.65Ru2,1.647
1303,Ce0.03La0.97,1.21
1304,La0.6Th0.4Ni1C2,7.7
1305,Bi1K1,3.6
1306,Re0.9467Os0.0533,1.934
1307,Ni22Zr78,3.47
1308,La1.85Sr0.15Cu0.985Fe0.015O4,5.2
1309,La1.82Sr0.18Cu0.97Co0.03O4,3.0
1310,Pr0.179Th0.821,0.75
1311,Ir0.43Ru0.57,0.18
1312,Ir0.89Ru0.11,0.105
1313,Ba6Ca2Si46,5.2
1314,Ag0.82Sn0.18,0.066
1315,La1Fe1As0.8P0.2O1,3.103333333
1316,Mg1Pt1Si1,2.5
1317,Pd1.5Te2,2.21
1318,La3Ru4Ge13,3.9
1319,La1Ru2.97Fe0.03Si2,6.22
1320,Ho0.9La0.1Ni2B2C1,2.25
1321,La1Fe1P1F0.05O0.95,7.21
1322,Zr1V1.85Fe0.15,6.41
1323,Hg1Pb2.1,5.85
1324,La0.8Th0.2,5.15
1325,In0.1Pb0.9,6.8
1326,Fe0.25Ni0.75U6,3.0
1327,Nb0.8Ga0.15Ni0.05,9.4
1328,U0.99Y0.01Pd2Al3,1.11
1329,Al0.029Ti0.971,0.65
1330,Mg1.2C1.52B0.08Ni3,6.9
1331,V75Ge20Sb5,5.86
1332,Ca0.31Sr0.7Ti1O3,0.1
1333,Fe1Se0.91S0.09,10.1
1334,Lu0.1Dy0.9Ni2B2C1,2.485
1335,Ce1Co1In4.9Sn0.1,1.02
1336,Th0.9988U0.0012,0.55
1337,Ce1Ir1In4.996Sn0.004,1.043
1338,Ba1Fe1.92Co0.08As2,7.833333333
1339,Lu1Os3B2,4.655
1340,V3Ga0.2Si0.8,10.5
1341,Ge1V3H0.033,5.83
1342,Dy0.01La0.99,3.77
1343,Cr0.011Ti0.967V0.022,3.6
1344,La0.9Sr0.1Ni1As1O1,3.7
1345,Tb1Os1.5Sn2.6,1.4
1346,Nb40.6Zr19.9Ta39.5,9.9
1347,Nb25Ti70Zr5,7.5
1348,Cu0.85Ge0.15,0.084
1349,Cs0.23W1O3,6.0
1350,Mg2Nb1,5.6
1351,Ce1Ir1In4.986Sn0.014,0.8
1352,Pt0.42Y0.58,0.76
1353,Tm5Rh2.4Co3.6Sn18,1.27
1354,Li2Pd2.94Ni0.06B1,7.7
1355,Co0.15Ti0.85,3.8
1356,Lu1.86Sc0.14Fe3Si5,3.51
1357,Ce0.02Th0.98,0.7
1358,U1Pd2Al2.97Ga0.03,1.64
1359,V3Si0.4Sn0.6,9.8
1360,Ga0.05V2Al20,1.53
1361,Nb13.75Ta41.25Rh45,3.56
1362,Cr0.099V0.901,3.3
1363,Ce1Rh0.55Ir0.45In5,0.94
1364,Ce0.98Yb0.02Co1In5,1.89
